ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Graham,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,32000
Cruz,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,13
Walker,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,958
Fiorina,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Jindal,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,310
de Blasio,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/28/2016 12:00:00 AM,$0.93,$0.96,$0.93,$0.95,32851
Johnson,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Stein,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/29/2016 12:00:00 AM,$0.04,$0.04,$0.02,$0.04,79844
Rubio,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/29/2016 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,40859
O'Malley,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6935
Pence,11/29/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2869
Fiorina,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1373
Jindal,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,66
de Blasio,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/29/2016 12:00:00 AM,$0.95,$0.97,$0.95,$0.96,13524
Johnson,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/29/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/30/2016 12:00:00 AM,$0.04,$0.04,$0.02,$0.03,24644
Rubio,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1114
Bush,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,234
Christie ,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,988
Bloomberg,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Paul,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,871
O'Malley,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10000
Cruz,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,959
Walker,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Kasich,11/30/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,994
Pence,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1172
Fiorina,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,883
Ryan,11/30/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,1775
Jindal,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1270
de Blasio,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/30/2016 12:00:00 AM,$0.96,$0.96,$0.94,$0.96,19418
Johnson,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,868
Stein,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
McMullin,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Kaine,11/30/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,410
Clinton,12/1/2016 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,4009
Rubio,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,95551
Cruz,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,12/1/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,260
Fiorina,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/1/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,1
Jindal,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1045
de Blasio,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,12/1/2016 12:00:00 AM,$0.96,$0.96,$0.95,$0.96,8172
Johnson,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,45
Stein,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,12/1/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/2/2016 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,17119
Rubio,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Bloomberg,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,8121
Cruz,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,12/2/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,1110
Fiorina,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,770
Jindal,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,110
de Blasio,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,12/2/2016 12:00:00 AM,$0.96,$0.96,$0.95,$0.95,9606
Johnson,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Stein,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Kaine,12/2/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/3/2016 12:00:00 AM,$0.03,$0.03,$0.01,$0.02,75140
Rubio,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Christie ,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7389
Cruz,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,750
Pence,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,75
Fiorina,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jindal,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,968
de Blasio,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,12/3/2016 12:00:00 AM,$0.95,$0.96,$0.94,$0.94,10831
Johnson,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,12/3/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/4/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,17421
Rubio,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Bush,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Bloomberg,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5001
O'Malley,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7558
Cruz,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Walker,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Pence,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,927
Fiorina,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Jindal,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
de Blasio,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,12/4/2016 12:00:00 AM,$0.94,$0.97,$0.94,$0.97,14435
Johnson,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Stein,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,12/4/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/5/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,14932
Rubio,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,150
Bloomberg,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/5/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,4717
Pence,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Fiorina,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,57
Jindal,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,150
de Blasio,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,12/5/2016 12:00:00 AM,$0.97,$0.97,$0.95,$0.95,25661
Johnson,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,12/5/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/6/2016 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,8408
Rubio,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7
Bush,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9539
Cruz,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,46
Walker,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/6/2016 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,6753
Pence,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Fiorina,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,70
Ryan,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,555
Jindal,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,46
de Blasio,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,12/6/2016 12:00:00 AM,$0.95,$0.96,$0.94,$0.95,17892
Johnson,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,37
Stein,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,12/6/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,45
Clinton,12/7/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,6461
Rubio,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Biden,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,72
Bloomberg,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,250
O'Malley,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,41
Cruz,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
Walker,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6400
Pence,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Fiorina,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Jindal,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,20
de Blasio,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,12/7/2016 12:00:00 AM,$0.95,$0.96,$0.95,$0.96,14893
Johnson,12/7/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
