ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Bloomberg,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,205
Yang,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,16985
Steyer,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,34
West,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/15/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,129884
Warren,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Booker,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Kasich,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/15/2020 12:00:00 AM,$0.65,$0.66,$0.65,$0.66,162795
Sanders,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Pence,10/15/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,65650
Trump,10/15/2020 12:00:00 AM,$0.40,$0.41,$0.39,$0.39,266012
Gillibrand,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Cuban,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,17
Buttigieg,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Gabbard,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,17500
Steyer,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,22
West,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/15/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/16/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.03,84213
Warren,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Booker,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/16/2020 12:00:00 AM,$0.66,$0.66,$0.65,$0.65,127854
Sanders,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,203
Pence,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,37228
Trump,10/16/2020 12:00:00 AM,$0.39,$0.41,$0.39,$0.40,182165
Gillibrand,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,81
Cuban,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Haley,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Brown,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,852
Yang,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Buttigieg,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3682
Steyer,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Hawkins,10/16/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/17/2020 12:00:00 AM,$0.03,$0.03,$0.01,$0.02,44276
Warren,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,12700
Booker,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/17/2020 12:00:00 AM,$0.65,$0.66,$0.65,$0.65,41499
Sanders,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,110
Pence,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7195
Trump,10/17/2020 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,47274
Gillibrand,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Buttigieg,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,21553
Steyer,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
Hawkins,10/17/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/18/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,45057
Warren,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/18/2020 12:00:00 AM,$0.65,$0.66,$0.64,$0.64,37204
Sanders,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1122
Pence,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6819
Trump,10/18/2020 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,63785
Gillibrand,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,798
Buttigieg,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11003
Steyer,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Hawkins,10/18/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/19/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,10933
Warren,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,501
Booker,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Kasich,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/19/2020 12:00:00 AM,$0.64,$0.66,$0.64,$0.65,60739
Sanders,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,250
Pence,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1206
Trump,10/19/2020 12:00:00 AM,$0.40,$0.41,$0.39,$0.40,103157
Gillibrand,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Yang,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,944
Buttigieg,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5498
Steyer,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Hawkins,10/19/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/20/2020 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,25940
Warren,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
Booker,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/20/2020 12:00:00 AM,$0.65,$0.65,$0.64,$0.64,47651
Sanders,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
Pence,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2052
Trump,10/20/2020 12:00:00 AM,$0.40,$0.41,$0.40,$0.40,80908
Gillibrand,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
Cuban,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7
Ryan,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,98598
Steyer,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,35
Hawkins,10/20/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/21/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,65810
Warren,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5132
Booker,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Kasich,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Biden,10/21/2020 12:00:00 AM,$0.64,$0.65,$0.63,$0.65,59675
Sanders,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5149
Pence,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10106
Trump,10/21/2020 12:00:00 AM,$0.40,$0.42,$0.40,$0.42,92488
Gillibrand,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Cuomo,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11
Cuban,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Zuckerberg,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Klobuchar,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Haley,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Ryan,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
O'Rourke,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Brown,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Bloomberg,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,102
Yang,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,502
Buttigieg,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
Gabbard,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
Clinton,10/21/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,33070
Steyer,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Jorgensen,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
West,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
Hawkins,10/21/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Harris,10/22/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,24853
Warren,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3694
Booker,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/22/2020 12:00:00 AM,$0.65,$0.65,$0.63,$0.64,64341
Sanders,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,928
Pence,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2502
Trump,10/22/2020 12:00:00 AM,$0.42,$0.42,$0.40,$0.42,109502
Gillibrand,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Cuomo,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Cuban,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Haley,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
O'Rourke,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Brown,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Yang,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Gabbard,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/22/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,26686
Steyer,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
West,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/22/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/23/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,61746
Warren,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/23/2020 12:00:00 AM,$0.64,$0.64,$0.63,$0.64,54223
Sanders,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,908
Trump,10/23/2020 12:00:00 AM,$0.42,$0.42,$0.41,$0.41,85897
Gillibrand,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,37
Steyer,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,18
Hawkins,10/23/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/24/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,70302
Warren,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,19998
Booker,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/24/2020 12:00:00 AM,$0.64,$0.64,$0.63,$0.64,46579
Sanders,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Pence,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,503
Trump,10/24/2020 12:00:00 AM,$0.41,$0.42,$0.41,$0.42,60287
Gillibrand,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,35
Clinton,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10227
Steyer,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,28
West,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Hawkins,10/24/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/25/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,4294
Warren,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/25/2020 12:00:00 AM,$0.64,$0.64,$0.62,$0.64,41025
Sanders,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3023
Trump,10/25/2020 12:00:00 AM,$0.42,$0.43,$0.40,$0.41,67143
Gillibrand,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Yang,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,900
Steyer,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,49
Hawkins,10/25/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/26/2020 12:00:00 AM,$0.01,$0.04,$0.01,$0.02,217972
Warren,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,202
Booker,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/26/2020 12:00:00 AM,$0.64,$0.64,$0.63,$0.64,56450
Sanders,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7
Pence,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,21179
Trump,10/26/2020 12:00:00 AM,$0.41,$0.42,$0.40,$0.42,110662
Gillibrand,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Gabbard,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,15576
Steyer,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,504
West,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/26/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
